"Date","Price","Open","High","Low","Change %"
"Jul 03, 2014","1.3611","1.3659","1.3665","1.3596","-0.36%"
"Jul 04, 2014","1.3596","1.3613","1.3613","1.3586","-0.11%"
"Jul 07, 2014","1.3605","1.3596","1.3611","1.3575","0.07%"
"Jul 08, 2014","1.3613","1.3605","1.3619","1.3588","0.06%"
"Jul 09, 2014","1.3645","1.3613","1.3648","1.3601","0.24%"
"Jul 10, 2014","1.3610","1.3644","1.3651","1.3589","-0.26%"
"Jul 11, 2014","1.3609","1.3609","1.3625","1.3591","-0.01%"
"Jul 14, 2014","1.3620","1.3602","1.3640","1.3597","0.08%"
"Jul 15, 2014","1.3572","1.3620","1.3628","1.3561","-0.35%"
"Jul 16, 2014","1.3525","1.3567","1.3575","1.3519","-0.35%"
"Jul 17, 2014","1.3527","1.3525","1.3541","1.3516","0.01%"
"Jul 18, 2014","1.3525","1.3525","1.3535","1.3491","-0.01%"
"Jul 21, 2014","1.3523","1.3527","1.3550","1.3512","-0.01%"
"Jul 22, 2014","1.3466","1.3525","1.3531","1.3460","-0.42%"
"Jul 23, 2014","1.3465","1.3465","1.3475","1.3454","-0.01%"
"Jul 24, 2014","1.3464","1.3463","1.3485","1.3437","-0.01%"
"Jul 25, 2014","1.3432","1.3466","1.3478","1.3422","-0.24%"
"Jul 28, 2014","1.3441","1.3432","1.3445","1.3426","0.07%"
"Jul 29, 2014","1.3410","1.3440","1.3445","1.3403","-0.23%"
"Jul 30, 2014","1.3397","1.3409","1.3416","1.3366","-0.10%"
"Jul 31, 2014","1.3389","1.3396","1.3401","1.3371","-0.06%"
"Aug 01, 2014","1.3430","1.3392","1.3445","1.3378","0.31%"
"Aug 04, 2014","1.3422","1.3427","1.3434","1.3408","-0.06%"
"Aug 05, 2014","1.3376","1.3422","1.3425","1.3358","-0.34%"
"Aug 06, 2014","1.3382","1.3377","1.3388","1.3333","0.04%"
"Aug 07, 2014","1.3363","1.3384","1.3394","1.3337","-0.14%"
"Aug 08, 2014","1.3411","1.3363","1.3433","1.3343","0.36%"
"Aug 11, 2014","1.3386","1.3401","1.3415","1.3378","-0.19%"
"Aug 12, 2014","1.3369","1.3386","1.3386","1.3335","-0.13%"
"Aug 13, 2014","1.3365","1.3369","1.3415","1.3342","-0.03%"
"Aug 14, 2014","1.3365","1.3365","1.3409","1.3348","0.00%"
"Aug 15, 2014","1.3399","1.3366","1.3412","1.3358","0.25%"
"Aug 18, 2014","1.3363","1.3393","1.3400","1.3352","-0.27%"
"Aug 19, 2014","1.3320","1.3363","1.3366","1.3312","-0.32%"
"Aug 20, 2014","1.3260","1.3321","1.3327","1.3255","-0.45%"
"Aug 21, 2014","1.3282","1.3260","1.3289","1.3242","0.17%"
"Aug 22, 2014","1.3243","1.3283","1.3298","1.3220","-0.29%"
"Aug 25, 2014","1.3192","1.3220","1.3220","1.3184","-0.39%"
"Aug 26, 2014","1.3169","1.3193","1.3216","1.3165","-0.17%"
"Aug 27, 2014","1.3193","1.3168","1.3211","1.3152","0.18%"
"Aug 28, 2014","1.3183","1.3193","1.3221","1.3159","-0.08%"
"Aug 29, 2014","1.3133","1.3178","1.3197","1.3131","-0.38%"
"Sep 01, 2014","1.3128","1.3138","1.3146","1.3118","-0.04%"
"Sep 02, 2014","1.3133","1.3130","1.3139","1.3110","0.04%"
"Sep 03, 2014","1.3151","1.3131","1.3161","1.3122","0.14%"
"Sep 04, 2014","1.2945","1.3147","1.3155","1.2919","-1.57%"
"Sep 05, 2014","1.2950","1.2944","1.2986","1.2921","0.04%"
"Sep 08, 2014","1.2897","1.2943","1.2963","1.2882","-0.41%"
"Sep 09, 2014","1.2938","1.2898","1.2959","1.2860","0.32%"
"Sep 10, 2014","1.2917","1.2936","1.2963","1.2883","-0.16%"
"Sep 11, 2014","1.2926","1.2917","1.2952","1.2896","0.07%"
"Sep 12, 2014","1.2965","1.2925","1.2980","1.2909","0.30%"
"Sep 15, 2014","1.2942","1.2976","1.2982","1.2908","-0.18%"
"Sep 16, 2014","1.2960","1.2938","1.2995","1.2922","0.14%"
"Sep 17, 2014","1.2866","1.2959","1.2982","1.2851","-0.73%"
"Sep 18, 2014","1.2923","1.2865","1.2931","1.2834","0.44%"
"Sep 19, 2014","1.2829","1.2923","1.2930","1.2827","-0.73%"
"Sep 22, 2014","1.2850","1.2827","1.2868","1.2815","0.16%"
"Sep 23, 2014","1.2847","1.2851","1.2903","1.2842","-0.02%"
"Sep 24, 2014","1.2780","1.2846","1.2864","1.2774","-0.52%"
"Sep 25, 2014","1.2750","1.2780","1.2784","1.2698","-0.23%"
"Sep 26, 2014","1.2685","1.2752","1.2761","1.2677","-0.51%"
"Sep 29, 2014","1.2685","1.2685","1.2716","1.2664","0.00%"
"Sep 30, 2014","1.2632","1.2684","1.2703","1.2571","-0.42%"
"Oct 01, 2014","1.2624","1.2631","1.2640","1.2584","-0.06%"
"Oct 02, 2014","1.2668","1.2622","1.2698","1.2612","0.35%"
"Oct 03, 2014","1.2517","1.2668","1.2676","1.2500","-1.19%"
"Oct 06, 2014","1.2654","1.2510","1.2677","1.2504","1.09%"
"Oct 07, 2014","1.2670","1.2656","1.2683","1.2584","0.13%"
"Oct 08, 2014","1.2734","1.2669","1.2749","1.2622","0.51%"
"Oct 09, 2014","1.2691","1.2732","1.2792","1.2664","-0.34%"
"Oct 10, 2014","1.2628","1.2691","1.2716","1.2605","-0.50%"
"Oct 13, 2014","1.2753","1.2637","1.2762","1.2619","0.99%"
"Oct 14, 2014","1.2659","1.2752","1.2769","1.2640","-0.74%"
"Oct 15, 2014","1.2837","1.2659","1.2886","1.2624","1.41%"
"Oct 16, 2014","1.2809","1.2837","1.2847","1.2706","-0.22%"
"Oct 17, 2014","1.2763","1.2811","1.2837","1.2744","-0.36%"
"Oct 20, 2014","1.2799","1.2758","1.2817","1.2731","0.28%"
"Oct 21, 2014","1.2715","1.2801","1.2841","1.2713","-0.66%"
"Oct 22, 2014","1.2649","1.2716","1.2740","1.2636","-0.52%"
"Oct 23, 2014","1.2647","1.2651","1.2679","1.2614","-0.02%"
"Oct 24, 2014","1.2670","1.2645","1.2696","1.2633","0.18%"
"Oct 27, 2014","1.2698","1.2683","1.2725","1.2666","0.22%"
"Oct 28, 2014","1.2734","1.2698","1.2765","1.2683","0.28%"
"Oct 29, 2014","1.2632","1.2735","1.2772","1.2631","-0.80%"
"Oct 30, 2014","1.2613","1.2631","1.2640","1.2547","-0.15%"
"Oct 31, 2014","1.2525","1.2612","1.2618","1.2485","-0.70%"
"Nov 03, 2014","1.2483","1.2515","1.2517","1.2441","-0.34%"
"Nov 04, 2014","1.2546","1.2483","1.2578","1.2481","0.50%"
"Nov 05, 2014","1.2486","1.2546","1.2568","1.2457","-0.48%"
"Nov 06, 2014","1.2375","1.2487","1.2535","1.2365","-0.89%"
"Nov 07, 2014","1.2454","1.2376","1.2471","1.2359","0.64%"
"Nov 10, 2014","1.2421","1.2452","1.2510","1.2417","-0.26%"
"Nov 11, 2014","1.2475","1.2421","1.2500","1.2394","0.43%"
"Nov 12, 2014","1.2439","1.2476","1.2499","1.2418","-0.29%"
"Nov 13, 2014","1.2477","1.2439","1.2492","1.2426","0.31%"
"Nov 14, 2014","1.2523","1.2477","1.2548","1.2399","0.37%"
"Nov 17, 2014","1.2450","1.2526","1.2578","1.2444","-0.58%"
"Nov 18, 2014","1.2537","1.2450","1.2546","1.2442","0.70%"
"Nov 19, 2014","1.2554","1.2537","1.2600","1.2512","0.14%"
"Nov 20, 2014","1.2540","1.2555","1.2576","1.2504","-0.11%"
"Nov 21, 2014","1.2390","1.2541","1.2571","1.2376","-1.20%"
"Nov 24, 2014","1.2443","1.2376","1.2445","1.2357","0.43%"
"Nov 25, 2014","1.2475","1.2443","1.2487","1.2401","0.26%"
"Nov 26, 2014","1.2506","1.2475","1.2532","1.2443","0.25%"
"Nov 27, 2014","1.2467","1.2506","1.2524","1.2464","-0.31%"
"Nov 28, 2014","1.2452","1.2468","1.2492","1.2427","-0.12%"
"Dec 01, 2014","1.2470","1.2456","1.2507","1.2419","0.14%"
"Dec 02, 2014","1.2383","1.2471","1.2478","1.2377","-0.70%"
"Dec 03, 2014","1.2311","1.2382","1.2391","1.2300","-0.58%"
"Dec 04, 2014","1.2379","1.2313","1.2458","1.2282","0.55%"
"Dec 05, 2014","1.2285","1.2380","1.2393","1.2271","-0.76%"
"Dec 08, 2014","1.2317","1.2278","1.2344","1.2246","0.26%"
"Dec 09, 2014","1.2375","1.2317","1.2448","1.2292","0.47%"
"Dec 10, 2014","1.2448","1.2374","1.2449","1.2361","0.59%"
"Dec 11, 2014","1.2411","1.2448","1.2496","1.2370","-0.30%"
"Dec 12, 2014","1.2462","1.2413","1.2487","1.2384","0.41%"
"Dec 15, 2014","1.2437","1.2462","1.2485","1.2414","-0.20%"
"Dec 16, 2014","1.2511","1.2437","1.2571","1.2433","0.59%"
"Dec 17, 2014","1.2343","1.2512","1.2517","1.2322","-1.34%"
"Dec 18, 2014","1.2286","1.2342","1.2353","1.2265","-0.46%"
"Dec 19, 2014","1.2228","1.2288","1.2305","1.2222","-0.47%"
"Dec 22, 2014","1.2231","1.2226","1.2273","1.2216","0.02%"
"Dec 23, 2014","1.2172","1.2231","1.2247","1.2165","-0.48%"
"Dec 24, 2014","1.2195","1.2172","1.2222","1.2170","0.19%"
"Dec 25, 2014","1.2222","1.2195","1.2256","1.2186","0.22%"
"Dec 26, 2014","1.2176","1.2224","1.2228","1.2168","-0.38%"
"Dec 29, 2014","1.2152","1.2182","1.2221","1.2142","-0.20%"
"Dec 30, 2014","1.2157","1.2151","1.2188","1.2123","0.04%"
"Dec 31, 2014","1.2098","1.2155","1.2172","1.2096","-0.49%"
"Jan 01, 2015","1.2104","1.2100","1.2107","1.2094","0.05%"
"Jan 02, 2015","1.2003","1.2106","1.2111","1.2001","-0.83%"
"Jan 05, 2015","1.1934","1.2003","1.2008","1.1883","-0.57%"
"Jan 06, 2015","1.1889","1.1933","1.1969","1.1884","-0.38%"
"Jan 07, 2015","1.1839","1.1892","1.1898","1.1803","-0.42%"
"Jan 08, 2015","1.1793","1.1839","1.1848","1.1753","-0.39%"
"Jan 09, 2015","1.1841","1.1793","1.1848","1.1763","0.41%"
"Jan 12, 2015","1.1834","1.1838","1.1871","1.1786","-0.06%"
"Jan 13, 2015","1.1772","1.1833","1.1860","1.1753","-0.52%"
"Jan 14, 2015","1.1789","1.1772","1.1846","1.1726","0.14%"
"Jan 15, 2015","1.1631","1.1789","1.1795","1.1570","-1.34%"
"Jan 16, 2015","1.1570","1.1633","1.1650","1.1462","-0.52%"
"Jan 19, 2015","1.1606","1.1551","1.1641","1.1545","0.31%"
"Jan 20, 2015","1.1551","1.1606","1.1616","1.1540","-0.47%"
"Jan 21, 2015","1.1610","1.1553","1.1677","1.1542","0.51%"
"Jan 22, 2015","1.1366","1.1610","1.1648","1.1317","-2.10%"
"Jan 23, 2015","1.1208","1.1366","1.1374","1.1114","-1.39%"
"Jan 26, 2015","1.1239","1.1186","1.1297","1.1099","0.28%"
"Jan 27, 2015","1.1381","1.1237","1.1423","1.1224","1.26%"
"Jan 28, 2015","1.1288","1.1382","1.1385","1.1276","-0.82%"
"Jan 29, 2015","1.1320","1.1287","1.1369","1.1261","0.28%"
"Jan 30, 2015","1.1288","1.1321","1.1366","1.1279","-0.28%"
"Feb 02, 2015","1.1342","1.1284","1.1364","1.1280","0.48%"
"Feb 03, 2015","1.1481","1.1343","1.1534","1.1313","1.23%"
"Feb 04, 2015","1.1347","1.1482","1.1486","1.1317","-1.17%"
"Feb 05, 2015","1.1477","1.1345","1.1500","1.1304","1.15%"
"Feb 06, 2015","1.1315","1.1477","1.1488","1.1313","-1.41%"
"Feb 09, 2015","1.1324","1.1315","1.1359","1.1271","0.08%"
"Feb 10, 2015","1.1321","1.1327","1.1347","1.1274","-0.03%"
"Feb 11, 2015","1.1334","1.1321","1.1349","1.1280","0.11%"
"Feb 12, 2015","1.1403","1.1334","1.1423","1.1302","0.61%"
"Feb 13, 2015","1.1385","1.1403","1.1443","1.1380","-0.16%"
"Feb 16, 2015","1.1353","1.1385","1.1429","1.1317","-0.28%"
"Feb 17, 2015","1.1412","1.1354","1.1450","1.1322","0.52%"
"Feb 18, 2015","1.1397","1.1412","1.1418","1.1334","-0.13%"
"Feb 19, 2015","1.1366","1.1397","1.1450","1.1355","-0.27%"
"Feb 20, 2015","1.1381","1.1370","1.1431","1.1280","0.13%"
"Feb 23, 2015","1.1332","1.1385","1.1414","1.1296","-0.43%"
"Feb 24, 2015","1.1341","1.1336","1.1360","1.1289","0.08%"
"Feb 25, 2015","1.1362","1.1340","1.1389","1.1334","0.19%"
"Feb 26, 2015","1.1198","1.1361","1.1381","1.1184","-1.44%"
"Feb 27, 2015","1.1195","1.1199","1.1248","1.1178","-0.03%"
"Mar 02, 2015","1.1185","1.1187","1.1242","1.1159","-0.09%"
"Mar 03, 2015","1.1176","1.1183","1.1219","1.1155","-0.08%"
"Mar 04, 2015","1.1079","1.1178","1.1187","1.1062","-0.87%"
"Mar 05, 2015","1.1031","1.1079","1.1115","1.0989","-0.43%"
"Mar 06, 2015","1.0844","1.1033","1.1035","1.0842","-1.70%"
"Mar 09, 2015","1.0852","1.0832","1.0908","1.0823","0.07%"
"Mar 10, 2015","1.0698","1.0851","1.0856","1.0692","-1.42%"
"Mar 11, 2015","1.0547","1.0699","1.0718","1.0511","-1.41%"
"Mar 12, 2015","1.0635","1.0547","1.0684","1.0495","0.83%"
"Mar 13, 2015","1.0495","1.0637","1.0639","1.0462","-1.32%"
"Mar 16, 2015","1.0568","1.0494","1.0621","1.0459","0.70%"
"Mar 17, 2015","1.0598","1.0566","1.0650","1.0551","0.28%"
"Mar 18, 2015","1.0867","1.0598","1.1033","1.0581","2.54%"
"Mar 19, 2015","1.0660","1.0866","1.0915","1.0613","-1.90%"
"Mar 20, 2015","1.0822","1.0661","1.0883","1.0650","1.52%"
"Mar 23, 2015","1.0947","1.0837","1.0972","1.0768","1.16%"
"Mar 24, 2015","1.0926","1.0947","1.1031","1.0892","-0.19%"
"Mar 25, 2015","1.0972","1.0926","1.1016","1.0901","0.42%"
"Mar 26, 2015","1.0884","1.0969","1.1052","1.0856","-0.80%"
"Mar 27, 2015","1.0888","1.0886","1.0949","1.0802","0.04%"
"Mar 30, 2015","1.0834","1.0889","1.0897","1.0811","-0.50%"
"Mar 31, 2015","1.0731","1.0833","1.0846","1.0713","-0.95%"
"Apr 01, 2015","1.0764","1.0735","1.0801","1.0719","0.31%"
"Apr 02, 2015","1.0884","1.0764","1.0905","1.0751","1.11%"
"Apr 03, 2015","1.0978","1.0883","1.1028","1.0864","0.86%"
"Apr 06, 2015","1.0924","1.0991","1.1037","1.0911","-0.49%"
"Apr 07, 2015","1.0816","1.0922","1.0957","1.0805","-0.99%"
"Apr 08, 2015","1.0781","1.0816","1.0888","1.0764","-0.32%"
"Apr 09, 2015","1.0659","1.0781","1.0789","1.0638","-1.13%"
"Apr 10, 2015","1.0604","1.0660","1.0685","1.0569","-0.52%"
"Apr 13, 2015","1.0568","1.0602","1.0619","1.0520","-0.34%"
"Apr 14, 2015","1.0654","1.0566","1.0709","1.0530","0.81%"
"Apr 15, 2015","1.0686","1.0655","1.0703","1.0572","0.30%"
"Apr 16, 2015","1.0762","1.0684","1.0819","1.0625","0.71%"
"Apr 17, 2015","1.0807","1.0762","1.0850","1.0737","0.42%"
"Apr 20, 2015","1.0737","1.0821","1.0825","1.0713","-0.65%"
"Apr 21, 2015","1.0736","1.0740","1.0784","1.0661","-0.01%"
"Apr 22, 2015","1.0726","1.0736","1.0802","1.0709","-0.09%"
"Apr 23, 2015","1.0827","1.0726","1.0848","1.0667","0.94%"
"Apr 24, 2015","1.0874","1.0825","1.0901","1.0785","0.43%"
"Apr 27, 2015","1.0888","1.0873","1.0928","1.0821","0.13%"
"Apr 28, 2015","1.0981","1.0894","1.0991","1.0859","0.85%"
"Apr 29, 2015","1.1132","1.0983","1.1189","1.0960","1.38%"
"Apr 30, 2015","1.1225","1.1130","1.1269","1.1073","0.84%"
"May 01, 2015","1.1202","1.1223","1.1290","1.1176","-0.20%"
"May 04, 2015","1.1146","1.1202","1.1226","1.1123","-0.50%"
"May 05, 2015","1.1186","1.1147","1.1223","1.1067","0.36%"
"May 06, 2015","1.1353","1.1187","1.1372","1.1176","1.49%"
"May 07, 2015","1.1267","1.1347","1.1393","1.1237","-0.76%"
"May 08, 2015","1.1204","1.1267","1.1290","1.1178","-0.56%"
"May 11, 2015","1.1155","1.1197","1.1207","1.1131","-0.44%"
"May 12, 2015","1.1214","1.1155","1.1277","1.1134","0.53%"
"May 13, 2015","1.1357","1.1214","1.1385","1.1204","1.28%"
"May 14, 2015","1.1410","1.1359","1.1447","1.1341","0.47%"
"May 15, 2015","1.1452","1.1410","1.1467","1.1324","0.37%"
"May 18, 2015","1.1315","1.1441","1.1450","1.1298","-1.20%"
"May 19, 2015","1.1149","1.1317","1.1328","1.1119","-1.47%"
"May 20, 2015","1.1093","1.1150","1.1156","1.1063","-0.50%"
"May 21, 2015","1.1113","1.1092","1.1181","1.1080","0.18%"
"May 22, 2015","1.1018","1.1115","1.1211","1.1004","-0.85%"
"May 25, 2015","1.0978","1.1006","1.1012","1.0961","-0.36%"
"May 26, 2015","1.0873","1.0978","1.0985","1.0863","-0.96%"
"May 27, 2015","1.0905","1.0873","1.0931","1.0820","0.29%"
"May 28, 2015","1.0949","1.0905","1.0960","1.0869","0.40%"
"May 29, 2015","1.0988","1.0948","1.1006","1.0926","0.36%"
"Jun 01, 2015","1.0928","1.0989","1.0991","1.0888","-0.55%"
"Jun 02, 2015","1.1155","1.0928","1.1193","1.0915","2.08%"
"Jun 03, 2015","1.1275","1.1151","1.1284","1.1079","1.08%"
"Jun 04, 2015","1.1239","1.1276","1.1381","1.1227","-0.32%"
"Jun 05, 2015","1.1113","1.1239","1.1281","1.1050","-1.12%"
"Jun 08, 2015","1.1292","1.1113","1.1307","1.1080","1.61%"
"Jun 09, 2015","1.1284","1.1292","1.1345","1.1214","-0.07%"
"Jun 10, 2015","1.1326","1.1286","1.1387","1.1261","0.37%"
"Jun 11, 2015","1.1258","1.1325","1.1332","1.1183","-0.60%"
"Jun 12, 2015","1.1269","1.1258","1.1298","1.1151","0.10%"
"Jun 15, 2015","1.1284","1.1225","1.1294","1.1189","0.13%"
"Jun 16, 2015","1.1248","1.1283","1.1331","1.1206","-0.32%"
"Jun 17, 2015","1.1337","1.1249","1.1360","1.1213","0.79%"
"Jun 18, 2015","1.1360","1.1337","1.1438","1.1331","0.20%"
"Jun 19, 2015","1.1353","1.1360","1.1393","1.1292","-0.06%"
"Jun 22, 2015","1.1341","1.1363","1.1411","1.1312","-0.11%"
"Jun 23, 2015","1.1170","1.1341","1.1348","1.1135","-1.51%"
"Jun 24, 2015","1.1207","1.1171","1.1237","1.1156","0.33%"
"Jun 25, 2015","1.1204","1.1204","1.1227","1.1153","-0.03%"
"Jun 26, 2015","1.1166","1.1207","1.1221","1.1131","-0.34%"
"Jun 29, 2015","1.1236","1.1031","1.1279","1.0954","0.63%"
"Jun 30, 2015","1.1138","1.1237","1.1246","1.1114","-0.87%"
"Jul 01, 2015","1.1054","1.1139","1.1172","1.1042","-0.75%"
"Jul 02, 2015","1.1084","1.1054","1.1124","1.1031","0.27%"
"Jul 03, 2015","1.1114","1.1086","1.1119","1.1066","0.27%"
"Jul 06, 2015","1.1057","1.0993","1.1097","1.0969","-0.51%"
"Jul 07, 2015","1.1012","1.1056","1.1061","1.0917","-0.41%"
"Jul 08, 2015","1.1077","1.1012","1.1094","1.0974","0.59%"
"Jul 09, 2015","1.1038","1.1078","1.1126","1.0992","-0.35%"
"Jul 10, 2015","1.1164","1.1037","1.1218","1.1031","1.14%"
"Jul 13, 2015","1.1004","1.1107","1.1197","1.0995","-1.43%"
"Jul 14, 2015","1.1012","1.1004","1.1084","1.0966","0.07%"
"Jul 15, 2015","1.0949","1.1010","1.1035","1.0930","-0.57%"
"Jul 16, 2015","1.0875","1.0947","1.0964","1.0856","-0.68%"
"Jul 17, 2015","1.0829","1.0875","1.0907","1.0827","-0.42%"
"Jul 20, 2015","1.0827","1.0833","1.0872","1.0810","-0.02%"
"Jul 21, 2015","1.0937","1.0825","1.0970","1.0811","1.02%"
"Jul 22, 2015","1.0934","1.0936","1.0966","1.0869","-0.03%"
"Jul 23, 2015","1.0983","1.0928","1.1019","1.0922","0.45%"
"Jul 24, 2015","1.0984","1.0983","1.0997","1.0926","0.01%"
"Jul 27, 2015","1.1094","1.0974","1.1130","1.0970","1.00%"
"Jul 28, 2015","1.1059","1.1089","1.1101","1.1022","-0.32%"
"Jul 29, 2015","1.0986","1.1061","1.1086","1.0967","-0.66%"
"Jul 30, 2015","1.0933","1.0987","1.0992","1.0894","-0.48%"
"Jul 31, 2015","1.0988","1.0934","1.1114","1.0921","0.50%"
"Aug 03, 2015","1.0951","1.0970","1.0997","1.0941","-0.34%"
"Aug 04, 2015","1.0882","1.0951","1.0989","1.0877","-0.63%"
"Aug 05, 2015","1.0906","1.0883","1.0938","1.0849","0.22%"
"Aug 06, 2015","1.0925","1.0909","1.0944","1.0876","0.17%"
"Aug 07, 2015","1.0968","1.0930","1.0981","1.0857","0.39%"
"Aug 10, 2015","1.1019","1.0969","1.1044","1.0927","0.46%"
"Aug 11, 2015","1.1040","1.1019","1.1088","1.0960","0.19%"
"Aug 12, 2015","1.1157","1.1040","1.1212","1.1023","1.06%"
"Aug 13, 2015","1.1149","1.1157","1.1189","1.1080","-0.07%"
"Aug 14, 2015","1.1107","1.1149","1.1189","1.1096","-0.38%"
"Aug 17, 2015","1.1081","1.1106","1.1125","1.1058","-0.23%"
"Aug 18, 2015","1.1021","1.1083","1.1096","1.1018","-0.54%"
"Aug 19, 2015","1.1119","1.1023","1.1137","1.1019","0.89%"
"Aug 20, 2015","1.1242","1.1117","1.1246","1.1105","1.11%"
"Aug 21, 2015","1.1389","1.1244","1.1393","1.1229","1.31%"
"Aug 24, 2015","1.1620","1.1363","1.1713","1.1363","2.03%"
"Aug 25, 2015","1.1517","1.1619","1.1625","1.1399","-0.89%"
"Aug 26, 2015","1.1315","1.1515","1.1561","1.1290","-1.75%"
"Aug 27, 2015","1.1245","1.1314","1.1366","1.1204","-0.62%"
"Aug 28, 2015","1.1179","1.1247","1.1310","1.1156","-0.59%"
"Aug 31, 2015","1.1214","1.1176","1.1265","1.1162","0.31%"
"Sep 01, 2015","1.1319","1.1211","1.1333","1.1206","0.94%"
"Sep 02, 2015","1.1227","1.1311","1.1319","1.1214","-0.81%"
"Sep 03, 2015","1.1124","1.1227","1.1246","1.1088","-0.92%"
"Sep 04, 2015","1.1147","1.1124","1.1181","1.1089","0.21%"
"Sep 07, 2015","1.1168","1.1157","1.1178","1.1120","0.19%"
"Sep 08, 2015","1.1200","1.1170","1.1229","1.1152","0.29%"
"Sep 09, 2015","1.1207","1.1202","1.1219","1.1133","0.06%"
"Sep 10, 2015","1.1280","1.1209","1.1299","1.1174","0.65%"
"Sep 11, 2015","1.1340","1.1279","1.1349","1.1254","0.53%"
"Sep 14, 2015","1.1321","1.1338","1.1375","1.1285","-0.17%"
"Sep 15, 2015","1.1267","1.1313","1.1328","1.1258","-0.48%"
"Sep 16, 2015","1.1290","1.1267","1.1321","1.1212","0.20%"
"Sep 17, 2015","1.1437","1.1290","1.1442","1.1284","1.30%"
"Sep 18, 2015","1.1305","1.1435","1.1460","1.1267","-1.15%"
"Sep 21, 2015","1.1189","1.1284","1.1332","1.1183","-1.03%"
"Sep 22, 2015","1.1120","1.1188","1.1209","1.1114","-0.62%"
"Sep 23, 2015","1.1187","1.1120","1.1214","1.1105","0.60%"
"Sep 24, 2015","1.1230","1.1185","1.1296","1.1164","0.38%"
"Sep 25, 2015","1.1195","1.1227","1.1231","1.1115","-0.31%"
"Sep 28, 2015","1.1246","1.1195","1.1250","1.1149","0.46%"
"Sep 29, 2015","1.1249","1.1247","1.1285","1.1196","0.03%"
"Sep 30, 2015","1.1177","1.1246","1.1262","1.1157","-0.64%"
"Oct 01, 2015","1.1195","1.1176","1.1210","1.1134","0.16%"
"Oct 02, 2015","1.1211","1.1196","1.1319","1.1151","0.14%"
"Oct 05, 2015","1.1185","1.1220","1.1290","1.1170","-0.23%"
"Oct 06, 2015","1.1271","1.1193","1.1282","1.1174","0.77%"
"Oct 07, 2015","1.1235","1.1269","1.1284","1.1210","-0.32%"
"Oct 08, 2015","1.1279","1.1235","1.1325","1.1232","0.39%"
"Oct 09, 2015","1.1358","1.1282","1.1391","1.1269","0.70%"
"Oct 12, 2015","1.1355","1.1355","1.1397","1.1351","-0.03%"
"Oct 13, 2015","1.1379","1.1358","1.1413","1.1346","0.21%"
"Oct 14, 2015","1.1473","1.1378","1.1490","1.1374","0.83%"
"Oct 15, 2015","1.1383","1.1474","1.1496","1.1363","-0.78%"
"Oct 16, 2015","1.1347","1.1383","1.1397","1.1334","-0.32%"
"Oct 19, 2015","1.1327","1.1352","1.1382","1.1307","-0.18%"
"Oct 20, 2015","1.1345","1.1326","1.1387","1.1324","0.16%"
"Oct 21, 2015","1.1339","1.1347","1.1380","1.1335","-0.05%"
"Oct 22, 2015","1.1107","1.1338","1.1351","1.1098","-2.05%"
"Oct 23, 2015","1.1018","1.1111","1.1142","1.0997","-0.80%"
"Oct 26, 2015","1.1056","1.1008","1.1069","1.0987","0.34%"
"Oct 27, 2015","1.1048","1.1056","1.1079","1.1029","-0.07%"
"Oct 28, 2015","1.0920","1.1050","1.1096","1.0894","-1.16%"
"Oct 29, 2015","1.0976","1.0924","1.0985","1.0903","0.51%"
"Oct 30, 2015","1.1006","1.0976","1.1073","1.0964","0.27%"
"Nov 02, 2015","1.1015","1.1015","1.1053","1.1001","0.08%"
"Nov 03, 2015","1.0968","1.1014","1.1031","1.0936","-0.43%"
"Nov 04, 2015","1.0863","1.0962","1.0968","1.0842","-0.96%"
"Nov 05, 2015","1.0884","1.0865","1.0898","1.0835","0.19%"
"Nov 06, 2015","1.0741","1.0886","1.0896","1.0709","-1.31%"
"Nov 09, 2015","1.0752","1.0738","1.0793","1.0719","0.10%"
"Nov 10, 2015","1.0724","1.0751","1.0764","1.0673","-0.26%"
"Nov 11, 2015","1.0744","1.0724","1.0774","1.0705","0.19%"
"Nov 12, 2015","1.0817","1.0743","1.0829","1.0690","0.68%"
"Nov 13, 2015","1.0779","1.0816","1.0818","1.0715","-0.35%"
"Nov 16, 2015","1.0686","1.0751","1.0781","1.0675","-0.86%"
"Nov 17, 2015","1.0644","1.0690","1.0696","1.0633","-0.39%"
"Nov 18, 2015","1.0659","1.0640","1.0694","1.0617","0.14%"
"Nov 19, 2015","1.0734","1.0657","1.0764","1.0654","0.70%"
"Nov 20, 2015","1.0646","1.0736","1.0745","1.0641","-0.82%"
"Nov 23, 2015","1.0636","1.0647","1.0658","1.0593","-0.09%"
"Nov 24, 2015","1.0641","1.0634","1.0674","1.0620","0.05%"
"Nov 25, 2015","1.0627","1.0642","1.0690","1.0566","-0.13%"
"Nov 26, 2015","1.0610","1.0627","1.0633","1.0600","-0.16%"
"Nov 27, 2015","1.0593","1.0610","1.0640","1.0570","-0.16%"
"Nov 30, 2015","1.0564","1.0591","1.0596","1.0558","-0.27%"
"Dec 01, 2015","1.0631","1.0566","1.0638","1.0562","0.63%"
"Dec 02, 2015","1.0615","1.0633","1.0644","1.0553","-0.15%"
"Dec 03, 2015","1.0941","1.0616","1.0983","1.0541","3.07%"
"Dec 04, 2015","1.0886","1.0939","1.0957","1.0837","-0.50%"
"Dec 07, 2015","1.0835","1.0859","1.0888","1.0795","-0.47%"
